site,country,largest_distance,best months for XC,num of all flights,num of 200k flights,num of 100k flights,num of 50k flights,num of 20k flights,XContest days per month,Xconotest days per year,link to XContest,longitude,latitude
Hochötz,Austria,245.14 km,Aug Jul Jun Mar,293,2,6,28,85,Jul:3 Mar:2 Sep:2 Jun:2 Apr:2 Aug:1 Feb:1 Jan:0 Oct:0,14,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.9319%2047.2069&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.9319,47.2069
Oberrieden,Switzerland,65 km,Mar May Sep Aug Oct Jul Jun Dec Apr Nov Feb,292,0,0,1,20,Mar:1 May:1 Sep:1 Jun:1 Feb:0 Aug:0 Apr:0 Nov:0 Oct:0 Jul:0 Dec:0 Jan:0,8,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.57535%2047.26737&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.57535,47.26737
Dreibündens...,Switzerland,31.42 km,Jul,292,0,0,0,4,Feb:4 Jul:3 Sep:3 Mar:2 Oct:1 Aug:1 Jan:1 Dec:1 Jun:1 Nov:0 May:0,19,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.49565%2046.80492&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.49565,46.80492
Rigi Kulm,Switzerland,119.1 km,May Apr Jun Aug Mar Jul Sep,292,0,1,5,54,May:2 Aug:2 Mar:2 Jun:2 Apr:2 Jul:1 Sep:1 Feb:1 Dec:1 Oct:0 Jan:0 Nov:0,17,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.49278%2047.05715&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.49278,47.05715
Verel,France,130.46 km,Jul Jun May Apr Aug Mar Feb,291,0,13,100,210,Apr:3 Jul:2 Jun:1 May:1 Mar:1 Sep:1 Aug:1 Feb:0 Jan:0 Oct:0 Nov:0,12,https://www.xcontest.org/world/en/flights-search/?filter[point]=5.94597%2045.6269&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,5.94597,45.6269
Verel-Pragon...,France,114.79 km,Apr Jul Jun Sep May Aug Mar,291,0,13,100,210,Apr:3 Jul:2 Jun:1 May:1 Mar:1 Sep:1 Aug:1 Feb:0 Jan:0 Oct:0 Nov:0,12,https://www.xcontest.org/world/en/flights-search/?filter[point]=5.94625%2045.6268&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,5.94625,45.6268
Koralpe,Austria,51.11 km,Jul Aug May Oct Jun Sep Dec Jan Mar Apr Feb Nov,290,0,0,1,33,Aug:2 Dec:2 Jul:2 Oct:1 Nov:1 Sep:1 Jan:1 May:0 Feb:0 Jun:0 Mar:0 Apr:0,15,https://www.xcontest.org/world/en/flights-search/?filter[point]=14.9509%2046.7934&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,14.9509,46.7934
Winteregg,Switzerland,94.01 km,Apr Mar Jul May Jun,289,0,1,14,62,Apr:5 Jun:3 Jul:3 May:3 Aug:1 Sep:1 Mar:1 Feb:0 Oct:0 Nov:0,19,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.67732%2046.76762&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.67732,46.76762
Spießer,Germany,153.99 km,May Jun Apr,289,0,7,78,163,Apr:1 Jul:0 May:0 Nov:0 Jan:0 Dec:0 Jun:0 Oct:0 Mar:0 Feb:0 Sep:0 Aug:0,6,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.38965%2047.52728&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.38965,47.52728
Sambuy,France,222.46 km,Jul,288,10,79,157,224,Jul:3 Aug:2 Jun:0 May:0 Sep:0 Mar:0,8,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.27623%2045.70077&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.27623,45.70077
Fronalpstock,Switzerland,83.72 km,May Jun Apr Jul Mar,287,0,0,5,26,Jul:3 Sep:2 Jun:2 Aug:1 Apr:1 May:1 Mar:1 Oct:0 Nov:0 Dec:0,15,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.091%2047.0722&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.091,47.0722
Trattberg,Austria,216.01 km,May Jun,284,1,98,150,208,May:2 Nov:1 Jun:1 Oct:1 Sep:0 Apr:0 Mar:0 Dec:0 Feb:0,6,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.26917%2047.63688&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.26917,47.63688
Isolabona,Italy,112.08 km,Aug Sep Jul May Jun,282,0,1,57,200,Aug:4 Sep:3 Jul:3 Jun:1 Apr:1 May:1 Mar:1 Oct:0 Dec:0 Feb:0 Nov:0 Jan:0,17,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.62177%2043.88787&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.62177,43.88787
Mont-Soleil,Switzerland,185.64 km,Jul Aug Sep Apr May,281,0,51,113,205,Aug:2 Jul:2 Sep:2 Apr:2 May:1 Mar:1 Jun:1 Nov:0 Oct:0 Feb:0 Dec:0,15,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.9939%2047.15855&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.9939,47.15855
Sulzberg,Germany,164.95 km,May Apr Jun,277,0,4,17,61,Apr:2 May:1 Aug:1 Jun:1 Jul:1 Mar:0 Sep:0 Dec:0 Nov:0 Oct:0,9,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.06278%2047.74468&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.06278,47.74468
Buc,France,92.53 km,Jul Jun,277,0,0,8,144,Jun:1 Sep:1 Aug:0 Jul:0 May:0 Apr:0 Oct:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=5.47792%2044.206877&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,5.47792,44.206877
Planai,Austria,161.04 km,Jul Jun Aug,276,0,1,9,41,Aug:5 Jul:3 Jun:1 Sep:1 Mar:0 Oct:0 May:0 Jan:0,12,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.72497%2047.37237&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.72497,47.37237
Schilthorn,Switzerland,171.72 km,Apr Jul Jun Aug May Sep Oct Mar,275,0,8,30,146,Oct:3 Apr:2 Aug:2 Jul:2 Jun:2 Sep:1 May:1 Mar:1 Dec:0 Jan:0 Feb:0 Nov:0,15,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.84847%2046.56098&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.84847,46.56098
Euthal,Switzerland,103.08 km,Sep Jun Aug,274,0,1,1,24,Sep:4 Jun:3 Aug:2 Oct:2 Mar:1 Apr:1 Jul:1 May:0 Feb:0 Nov:0 Dec:0,16,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.82275%2047.09382&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.82275,47.09382
Rorschacherberg,Switzerland,38.47 km,Jun May Apr Jul Aug Sep Mar Oct Feb,272,0,0,0,3,Jun:3 May:3 Apr:3 Jul:2 Mar:1 Aug:1 Oct:0 Sep:0 Dec:0 Feb:0,15,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.5015%2047.45353&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.5015,47.45353
Ciavaniss,Italy,100.65 km,Jul Aug Sep May Jun Oct Apr Mar,272,0,1,5,36,Aug:3 Jul:3 Sep:2 Jun:1 May:1 Oct:1 Mar:0 Apr:0 Feb:0 Nov:0 Dec:0 Jan:0,13,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.35678%2045.37885&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.35678,45.37885
Rodeneck,Italy,89.81 km,Apr Jul Aug May Jun Mar Sep,269,0,0,5,36,Apr:1 Jun:1 May:1 Jul:1 Aug:0 Mar:0 Oct:0 Nov:0,7,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.712%2046.7896&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.712,46.7896
Meru,France,201.53 km,Apr,269,20,126,205,240,Apr:4 May:0 Aug:0 Jun:0 Mar:0 Jul:0 Feb:0,7,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.41122%2045.7829&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.41122,45.7829
Parpaner Rot...,Switzerland,82.38 km,Aug Oct Sep Feb Dec Jan Apr Mar,268,0,0,7,81,Aug:3 Sep:3 Oct:2 Feb:2 Jan:1 Mar:1 Dec:1 Apr:0 Jul:0 Nov:0 Jun:0,15,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.60168%2046.74188&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.60168,46.74188
Rinderberg,Switzerland,89.08 km,Mar Jul Aug Sep Jun Apr,267,0,0,6,68,Mar:5 Aug:4 Sep:3 Jul:2 Dec:2 Feb:1 Oct:1 Jun:0 Jan:0 Apr:0,19,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.35705%2046.50887&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.35705,46.50887
Ladir,Switzerland,212.73 km,Apr May Mar,267,1,11,36,68,Apr:5 Mar:2 May:1 Feb:1 Nov:1 Jan:0 Dec:0 Oct:0 Jun:0 Jul:0,12,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.20383%2046.79183&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.20383,46.79183
Veysonnaz,Switzerland,74.71 km,Jun Apr Jul May,263,0,0,6,122,Apr:3 Jul:3 Jun:3 May:2 Aug:1 Mar:0 Sep:0,13,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.34575%2046.1874&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.34575,46.1874
Chrienseregg,Switzerland,170.25 km,May Jun Apr Aug Jul Mar,262,0,4,35,113,Jun:3 May:3 Apr:3 Jul:2 Aug:2 Mar:1 Sep:0 Feb:0 Jan:0 Nov:0,16,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.2601%2047.01778&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.2601,47.01778
Gréolières,France,114.42 km,Mar Sep Aug Oct May Jul Jun Apr Feb Nov,260,0,1,2,60,Sep:2 Jul:1 Mar:1 Oct:1 May:1 Aug:0 Apr:0 Feb:0 Jun:0 Nov:0 Dec:0 Jan:0,11,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.9554%2043.80037&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.9554,43.80037
Hirzer,Italy,54.78 km,Apr,258,0,0,4,51,Apr:3 May:1 Jun:1 Jul:0 Aug:0 Sep:0 Mar:0,7,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.22822%2046.73337&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.22822,46.73337
Kistleralp,Switzerland,51.57 km,May Jun Jul,257,0,0,9,66,Aug:3 Jun:2 May:2 Jul:1 Sep:0 Apr:0 Mar:0 Feb:0 Jan:0 Oct:0 Dec:0,11,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.959908%2047.156155&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.959908,47.156155
Planachaux,Switzerland,194.2 km,Mar Jul Jun Apr Aug,257,0,8,31,118,Mar:3 Jul:2 Jun:2 Apr:1 Feb:1 Aug:1 Dec:0 Sep:0 Jan:0 May:0 Oct:0,15,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.83762%2046.17592&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.83762,46.17592
Petzen,Austria,139.23 km,Jul Aug,257,0,3,31,135,Jul:3 Aug:2 Jun:1 May:0 Jan:0 Sep:0 Mar:0 Feb:0 Oct:0 Dec:0,8,https://www.xcontest.org/world/en/flights-search/?filter[point]=14.7721%2046.51857&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,14.7721,46.51857
Stanserhorn,Switzerland,160.61 km,May Jun Jul Aug Apr,256,0,19,55,107,Jul:5 Jun:4 Aug:2 Sep:1 Oct:1 May:1 Apr:0 Nov:0,14,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.3411%2046.92973&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.3411,46.92973
Scalottas,Switzerland,207.45 km,Aug Jun Jul,255,1,20,68,162,Jul:3 Aug:2 Jun:2 Sep:2 Oct:1 Mar:0 Feb:0 Jan:0 Dec:0 Apr:0,12,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.50958%2046.72037&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.50958,46.72037
Courtet,France,113.82 km,Aug Jul,255,0,1,8,85,Aug:2 Sep:1 Jul:1 Apr:0 May:0 Jun:0 Mar:0 Nov:0 Oct:0,7,https://www.xcontest.org/world/en/flights-search/?filter[point]=5.79667%2044.7693&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,5.79667,44.7693
Ratitovec,Slovenia,104.57 km,Jun Jul,252,0,3,62,172,Jun:2 Jul:0 Apr:0 Aug:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=14.09115%2046.23597&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,14.09115,46.23597
Hahnenkamm (...,Austria,131.41 km,Jun Jul Apr Aug May Sep,250,0,6,38,85,Apr:0 Mar:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.6656%2047.4763&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.6656,47.4763
Bevera,Italy,79.49 km,May Sep Mar Aug Jul Feb Jun Oct Apr Nov Dec,249,0,0,5,66,Mar:2 Sep:2 Feb:1 Dec:1 Aug:1 Jul:1 Oct:1 Nov:1 May:1 Jun:1 Jan:1 Apr:0,16,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.56725%2043.8309&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.56725,43.8309
Messnerin,Austria,113.96 km,Jul Aug Jun Sep May Apr Oct Nov Mar,248,0,3,13,37,Aug:2 Jun:2 Oct:1 Sep:1 Jul:1 Dec:1 Nov:1 May:1 Apr:0 Mar:0 Jan:0 Feb:0,14,https://www.xcontest.org/world/en/flights-search/?filter[point]=15.08388%2047.55608&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,15.08388,47.55608
Bonistock,Switzerland,109.1 km,Mar,246,0,2,17,144,Mar:4 Jul:2 Apr:2 Jun:1 Feb:1 Aug:1 Dec:1 Jan:0 Sep:0 Oct:0,13,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.2903%2046.778017&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.2903,46.778017
Parusciana,Switzerland,74.56 km,Aug Jul Jun Sep Apr Mar May,245,0,0,2,11,Aug:3 Sep:2 Apr:2 Jun:1 Mar:1 Jul:1 Dec:1 May:1 Nov:1 Feb:0 Oct:0 Jan:0,16,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.053967%2046.241183&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.053967,46.241183
Zwiesel Alm,Germany,183.57 km,Apr,242,1,28,89,150,Apr:2 Jun:1 May:0 Mar:0 Sep:0 Aug:0 Jul:0 Nov:0 Oct:0,5,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.8181%2047.7477&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.8181,47.7477
Zwieselalm,Germany,205.36 km,Apr,241,1,28,88,149,Apr:2 Jun:1 May:0 Mar:0 Sep:0 Aug:0 Jul:0 Nov:0 Oct:0,5,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.81587%2047.74615&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.81587,47.74615
Muthöfe,Italy,169.83 km,Apr May Mar,239,0,28,70,155,Apr:3 May:2 Aug:2 Jun:1 Mar:1 Jul:1 Oct:0 Sep:0 Feb:0 Nov:0,11,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.13293%2046.70047&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.13293,46.70047
Bronzone,Italy,147.84 km,May Aug Apr Jul Mar,237,0,15,83,160,Apr:1 May:1 Aug:1 Jul:1 Mar:1 Sep:0 Nov:0 Dec:0 Jun:0 Jan:0 Feb:0 Oct:0,9,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.99555%2045.69237&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.99555,45.69237
Ollon,Switzerland,58.88 km,May Apr Mar,235,0,0,3,37,May:2 Apr:2 Mar:1 Jul:1 Jun:1 Sep:1 Dec:0 Nov:0 Aug:0 Oct:0 Feb:0 Jan:0,12,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.0237%2046.29693&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.0237,46.29693
Gemona,Italy,175.47 km,Apr Mar Aug May Jul Jun Sep Feb Oct,235,0,25,75,145,Jun:2 Mar:2 Jul:1 Aug:1 May:1 Apr:1 Sep:1 Feb:1 Dec:0 Oct:0 Jan:0 Nov:0,13,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.16043%2046.2735&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.16043,46.2735
Goldried,Austria,159.25 km,Mar Feb Apr Jan,233,0,3,33,105,Mar:2 Jan:2 Feb:1 Apr:1 Dec:0 Aug:0 Jul:0,8,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.56947%2046.98422&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.56947,46.98422
Prato Valentino,Italy,138.99 km,Jun Jan May Nov Oct Feb Mar Sep Aug Jul Dec,232,0,3,8,41,Nov:2 Jun:1 Mar:1 Feb:1 Oct:1 Dec:1 May:1 Aug:1 Jan:1 Jul:0 Sep:0,13,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.044517%2046.207467&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.044517,46.207467
Tremalzo,Italy,125.49 km,Jun Jul Mar May Apr Aug Sep Oct,232,0,7,72,172,Aug:3 Jul:2 Jun:2 May:2 Apr:1 Mar:1 Sep:1 Oct:0 Feb:0 Nov:0,13,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.69175%2045.83623&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.69175,45.83623
Virgen,Austria,183.66 km,Apr,229,0,9,39,95,Apr:3 May:1 Mar:1 Sep:0 Jun:0 Jul:0 Aug:0 Feb:0 Oct:0 Jan:0,5,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.4284%2047.00677&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.4284,47.00677
Buochserhorn,Switzerland,104.94 km,Sep Jul Aug Nov May Jun Jan Oct Dec Apr Mar Feb,228,0,1,1,10,Sep:3 May:3 Jun:3 Aug:2 Jul:1 Oct:1 Dec:1 Nov:1 Apr:1 Mar:0 Jan:0 Feb:0,20,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.42787%2046.94475&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.42787,46.94475
Graitery,Switzerland,142.56 km,Jul Jun Aug May Apr,225,0,4,23,103,Jul:3 Jun:3 Aug:2 May:2 Apr:1 Mar:1 Sep:0 Feb:0 Dec:0 Jan:0,14,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.37388%2047.25833&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.37388,47.25833
Plaffeien,Switzerland,92.34 km,Apr,222,0,0,40,158,Apr:4 Jun:2 May:2 Jul:2 Aug:1 Mar:1 Sep:1,13,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.33033%2046.73233&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.33033,46.73233
Lärchfilzkogel,Austria,67.21 km,Jul Jun Aug May,222,0,0,2,29,Jul:2 Jun:2 Aug:1 Sep:1 Oct:1 Feb:0 Mar:0,10,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.54873%2047.443462&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.54873,47.443462
Boves,Italy,95.17 km,May Jun Apr Aug Jul,221,0,0,7,19,Aug:4 Jun:4 May:3 Jul:2 Sep:2 Apr:1 Oct:0,16,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.55347%2044.29868&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.55347,44.29868
Morzine,France,129.87 km,May Jul Apr Aug Mar Jun Sep Feb Oct Dec,221,0,4,22,76,Aug:1 Jul:1 May:1 Apr:1 Mar:1 Feb:0 Sep:0 Dec:0 Jun:0 Jan:0 Oct:0,11,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.7223%2046.19102&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.7223,46.19102
Rothorn,Switzerland,327.55 km,Apr Aug Jul Mar Sep,220,10,43,70,105,Mar:3 Aug:3 Apr:2 Sep:1 Jul:1 Dec:1 Feb:0 Jan:0,12,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.7997%2046.02078&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.7997,46.02078
Schießling,Austria,316.31 km,Aug Jul Jun,217,8,41,63,107,Aug:3 Jul:2 Oct:1 Jun:1 May:1 Sep:0 Dec:0 Apr:0 Mar:0,11,https://www.xcontest.org/world/en/flights-search/?filter[point]=15.2891%2047.5705&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,15.2891,47.5705
Crans-Montana,Switzerland,245.43 km,May,216,1,17,52,102,May:5 Jun:4 Apr:1 Oct:0 Nov:0 Aug:0 Dec:0 Sep:0 Jul:0,12,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.53635%2046.34088&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.53635,46.34088
Monte Moro,Italy,102.13 km,Mar Feb Jan Dec Apr Nov,214,0,1,7,35,Jan:3 Feb:3 Mar:2 Dec:2 Nov:1 Apr:1 Sep:0 Aug:0 Jul:0 May:0,12,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.976783%2045.996817&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.976783,45.996817
Falkenflue,Switzerland,127.07 km,Apr,212,0,5,45,116,Apr:3 Aug:2 Jul:1 Mar:1 May:1 Jun:1 Feb:0 Sep:0 Oct:0 Nov:0 Jan:0,13,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.63545%2046.82475&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.63545,46.82475
La Clusaz,France,305.55 km,Jul Aug,211,7,42,70,117,Aug:3 Jul:3 Sep:0 Jun:0 Nov:0 Apr:0,7,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.46203%2045.88878&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.46203,45.88878
Marmolada,Italy,66.55 km,Sep,209,0,0,4,89,Sep:3 Oct:1 Aug:0 Jul:0 Apr:0 Mar:0 Nov:0,5,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.85047%2046.43432&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.85047,46.43432
Maniago,Italy,152.97 km,Aug Jul Apr May Jun Mar Sep,209,0,4,33,98,Jul:2 Jun:2 Aug:2 May:1 Mar:1 Apr:1 Jan:0 Sep:0 Nov:0 Oct:0 Feb:0 Dec:0,15,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.67612%2046.17713&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.67612,46.17713
Stutenbauer,Austria,76.25 km,May Jun Jul Aug,209,0,0,7,55,Jun:2 May:2 Aug:2 Jul:2 Apr:0 Sep:0 Mar:0 Oct:0 Feb:0 Nov:0,11,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.7765%2047.55418&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.7765,47.55418
Vogar,Slovenia,81.24 km,Jun Aug Jul Sep,208,0,0,3,23,Jun:4 Aug:2 Sep:2 Jul:1 May:0 Oct:0 Nov:0 Jan:0 Feb:0 Apr:0 Dec:0 Mar:0,11,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.87537%2046.29437&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.87537,46.29437
Gampersberger,Austria,176.42 km,Apr,208,0,21,64,126,Apr:4 Mar:3 May:2 Jul:0 Jun:0 Oct:0 Feb:0 Aug:0 Nov:0 Dec:0,10,https://www.xcontest.org/world/en/flights-search/?filter[point]=14.232%2047.5827&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,14.232,47.5827
Pany,Switzerland,252.47 km,Apr Mar,206,7,57,136,177,Mar:3 Apr:2 May:1 Feb:0 Jun:0 Nov:0,8,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.77625%2046.93838&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.77625,46.93838
Kaiserburg,Austria,60.9 km,Jul Aug Sep Oct Jun Feb,206,0,0,3,15,Jul:1 Oct:1 Aug:1 Feb:1 Mar:0 Sep:0 Jun:0 Jan:0 Nov:0 Apr:0 Dec:0,8,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.82842%2046.77617&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.82842,46.77617
Rigi Scheidegg,Switzerland,60.56 km,May Jul,203,0,0,4,60,May:2 Jun:1 Mar:1 Jul:1 Apr:1 Aug:1 Sep:0 Jan:0 Dec:0 Nov:0 Oct:0,8,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.520178%2047.027637&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.520178,47.027637
Weiherkopf,Germany,129.3 km,Jun May Aug Apr Sep Jul Feb Mar Oct,202,0,1,11,28,May:1 Jun:1 Apr:0 Mar:0 Sep:0 Jul:0 Feb:0 Aug:0 Dec:0 Jan:0 Nov:0 Oct:0,5,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.206778%2047.464285&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.206778,47.464285
Chaumont,Switzerland,93.45 km,Jul Apr Aug Jun Sep May Mar Jan Feb,201,0,0,6,85,Apr:2 Aug:1 Jun:1 Jul:1 May:1 Sep:1 Mar:0 Oct:0 Nov:0 Jan:0 Feb:0 Dec:0,10,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.977583%2047.053467&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.977583,47.053467
Duca d'Aosta,Italy,333.68 km,Aug Jul May Jun,201,9,36,74,140,Aug:3 Jul:2 Sep:1 Jun:1 May:1 Mar:0 Dec:0 Nov:0 Feb:0 Oct:0 Apr:0,11,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.08675%2046.53602&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.08675,46.53602
Decollo Pigi,Italy,102.16 km,Jun May Aug Mar Jul Sep,201,0,1,10,67,May:2 Jun:2 Aug:1 Jul:1 Mar:1 Apr:0 Sep:0 Oct:0 Nov:0 Dec:0 Feb:0 Jan:0,12,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.31263%2044.93462&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.31263,44.93462
