site,country,largest_distance,best months for XC,num of all flights,num of 200k flights,num of 100k flights,num of 50k flights,num of 20k flights,XContest days per month,Xconotest days per year,link to XContest,longitude,latitude
Visperterminen,Switzerland,18.26 km,Feb Dec Jan Mar May Oct Jun Aug Nov Sep,35,0,0,0,1,Feb:0 Dec:0 Jan:0 Jul:0 Mar:0 Sep:0 Oct:0 Jun:0 May:0 Nov:0 Aug:0,5,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.937145%2046.250022&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.937145,46.250022
Grammont,Switzerland,24.65 km,Sep Oct Jun Aug May Nov Dec Feb,35,0,0,0,2,Sep:0 Oct:0 Jun:0 Aug:0 Nov:0 May:0 Dec:0 Feb:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.82122%2046.35713&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.82122,46.35713
Löita,Switzerland,139.27 km,Apr May Mar Feb Oct Sep Jun Aug,35,0,2,10,15,May:1 Apr:1 Mar:0 Feb:0 Aug:0 Jun:0 Sep:0 Oct:0,8,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.8422%2046.409&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.8422,46.409
Schrot,Switzerland,58.04 km,May Jun Jul Sep Aug Oct Apr,35,0,0,1,8,Jul:0 Jun:0 May:0 Sep:0 Aug:0 Apr:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.8409%2047.06008&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.8409,47.06008
Schwandenhubel,Switzerland,32.22 km,Jun May Mar Jul Aug Oct Sep Apr,35,0,0,0,2,May:0 Jul:0 Jun:0 Mar:0 Oct:0 Dec:0 Apr:0 Jan:0 Aug:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.1877%2047.02218&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.1877,47.02218
Höchstelli,Switzerland,114.6 km,Nov Oct Sep Jun Dec,34,0,2,7,26,Oct:0 Nov:0 Sep:0 Dec:0 Jun:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.74495%2047.02357&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.74495,47.02357
Grindelwald ...,Switzerland,23.62 km,May,33,0,0,0,1,May:0 Aug:0 Jun:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.05595%2046.61647&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.05595,46.61647
Pizzo Leone,Switzerland,24.81 km,Dec Nov,32,0,0,0,3,Dec:1 Nov:0 Oct:0 Aug:0 May:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.68535%2046.14157&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.68535,46.14157
Vilan,Switzerland,44.67 km,Aug Jun May Sep Nov,31,0,0,0,5,Aug:0 Oct:0 May:0 Sep:0 Jun:0 Jul:0 Nov:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.58845%2047.01247&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.58845,47.01247
Alp da Schlans,Switzerland,209.33 km,May,30,1,11,16,20,May:0 Dec:0 Jun:0 Jul:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.98742%2046.77487&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.98742,46.77487
Tostel,Switzerland,62.57 km,May Jun,30,0,0,4,13,Jun:0 May:0 Jul:0 Nov:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.928903%2047.156835&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.928903,47.156835
Pointe Bellevue,Switzerland,162.93 km,Apr Jul Jun May Aug Oct Nov,29,0,2,3,11,Apr:0 May:0 Aug:0 Jul:0 Jun:0 Oct:0 Nov:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.904067%2046.249733&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.904067,46.249733
Feldis Mutta,Switzerland,32.05 km,Feb Jan,29,0,0,0,4,Feb:0 Jan:0 Nov:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.45375%2046.79785&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.45375,46.79785
Heimchueweid,Switzerland,164.14 km,Apr,28,0,4,17,25,Apr:1 May:0 Jun:0 Mar:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.35858%2046.56175&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.35858,46.56175
Ramslauenen,Switzerland,13.57 km,Sep Dec Jan Jun May Aug Feb Oct,28,0,0,0,0,Sep:0 Jan:0 Aug:0 Jun:0 Dec:0 May:0 Feb:0 Oct:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.7083%2046.5805&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.7083,46.5805
Allalin,Switzerland,39.05 km,Oct Sep Aug,27,0,0,0,3,Sep:0 Aug:0 Oct:0 Apr:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.8941%2046.04568&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.8941,46.04568
Lagalb,Switzerland,155.21 km,Mar Apr Dec Jan May Feb Oct,27,0,5,8,11,Mar:0 Dec:0 Apr:0 May:0 Oct:0 Nov:0 Feb:0 Jan:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.02373%2046.43123&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.02373,46.43123
Anveuda,Switzerland,23.05 km,Mar May Apr Jul Oct,27,0,0,1,6,Apr:0 Jul:0 May:0 Mar:0 Oct:0 Sep:0 Nov:0 Aug:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.91062%2046.5413&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.91062,46.5413
Alp Dado,Switzerland,153.47 km,Aug Jun,27,0,12,21,25,Jun:0 Aug:0 May:0 Dec:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.0352%2046.78177&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.0352,46.78177
Fringeli,Switzerland,22.38 km,Apr Aug Mar Sep Jul,27,0,0,0,2,Mar:0 Apr:0 Aug:0 Jul:0 May:0 Sep:0 Jun:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.47692%2047.3719&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.47692,47.3719
Breithorn,Switzerland,93.35 km,Aug,26,0,0,1,6,Aug:0 Sep:0 Oct:0 Jul:0 Jun:0 Nov:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.1312%2046.35503&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.1312,46.35503
Pian di Pason,Switzerland,15.96 km,Jul Oct Nov Aug Dec Jun Sep May Jan Feb,26,0,0,0,0,Jul:0 Aug:0 Nov:0 Jun:0 Sep:0 Dec:0 Oct:0 Feb:0 May:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.17282%2046.33702&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.17282,46.33702
Pless,Switzerland,7.56 km,Aug Mar Jul Jun Dec May Apr Oct Jan Sep,26,0,0,0,0,Aug:0 Mar:0 Jul:0 Jun:0 Dec:0 May:0 Sep:0 Jan:0 Oct:0 Apr:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.13435%2047.27335&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.13435,47.27335
Bullet,Switzerland,174.38 km,Apr May,25,0,1,4,11,Apr:0 Jun:0 Mar:0 Jul:0 Nov:0 Aug:0 May:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.56242%2046.83038&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.56242,46.83038
Calmut,Switzerland,269.77 km,Jun May Aug Oct Jul Apr Feb Nov,25,1,2,10,17,Jun:0 Aug:0 Oct:0 May:0 Jul:0 Nov:0 Feb:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.683687%2046.659283&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.683687,46.659283
Alp Nagens,Switzerland,407.71 km,Aug Sep Jul Oct Apr,25,7,12,17,22,Aug:1 Sep:0 Jul:0 Jun:0 Mar:0 Dec:0 Oct:0 Apr:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.2307%2046.86128&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.2307,46.86128
Unter Margli,Switzerland,149.84 km,Jun May,25,0,1,1,5,Jun:1 May:0 Sep:0 Feb:0 Mar:0 Nov:0 Oct:0 Apr:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.39877%2047.14715&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.39877,47.14715
Alvier,Switzerland,40.8 km,Sep Aug Jul May Oct Jun Jan,24,0,0,0,3,Sep:0 Jul:0 Aug:0 Jun:0 Oct:0 May:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.414617%2047.1099&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.414617,47.1099
Käserei Sch...,Switzerland,2.15 km,Dec Mar Feb Nov Aug Jan Jun,24,0,0,0,0,Nov:0 Dec:0 Mar:0 Jan:0 Jun:0 Feb:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.59868%2046.97177&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.59868,46.97177
Trutä,Switzerland,106.96 km,May Aug,24,0,1,3,4,May:0 Aug:0 Jun:0 Jul:0 Apr:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.640633%2046.558933&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.640633,46.558933
Piansgèra,Switzerland,4.74 km,Nov Oct Dec,23,0,0,0,0,Nov:1 Oct:0 Dec:0 Jan:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.99182%2046.35698&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.99182,46.35698
La Barillette,Switzerland,189.76 km,Jun May,23,0,4,10,17,May:0 Jun:0 Aug:0 Jul:0 Apr:0 Mar:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.13173%2046.43275&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.13173,46.43275
Rothornhütte,Switzerland,165.85 km,Aug Sep,23,0,2,3,4,Sep:1 Aug:1 Jul:0 Oct:0,0,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.69935%2046.04872&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.69935,46.04872
Porera,Switzerland,20.69 km,Dec,23,0,0,0,1,Dec:1 Nov:0 Mar:0 Feb:0 Jan:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.70795%2046.146667&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.70795,46.146667
Schmittner Alp,Switzerland,119.42 km,May Jun Jul Aug Sep,22,0,1,5,18,Jun:0 May:0 Jul:0 Aug:0 Sep:0 Dec:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.682082%2046.714203&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.682082,46.714203
Alp Spadla,Switzerland,46.93 km,May,22,0,4,4,15,May:0 Nov:0 Apr:0 Dec:0 Oct:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.30772%2046.83825&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.30772,46.83825
La Pleuve,Switzerland,135.5 km,May Jun Apr Mar,22,0,5,9,15,May:0 Jun:0 Apr:0 Mar:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.05183%2046.56082&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.05183,46.56082
Somdoss,Switzerland,43.35 km,Jun Jul Oct Sep,21,0,0,0,1,Jul:0 Jun:0 Oct:0 Sep:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.0233%2046.33057&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.0233,46.33057
Sommersberg,Switzerland,74.1 km,Jun May Aug Apr Sep Mar,20,0,0,2,7,Aug:0 Jun:0 May:0 Apr:0 Jul:0 Sep:0 Mar:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.48965%2047.36845&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.48965,47.36845
"First, Heili...",Switzerland,18.57 km,May,19,0,0,0,2,Oct:0 Aug:0 Jul:0 Jun:0 Nov:0 Sep:0 May:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.113883%2046.939933&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.113883,46.939933
Piz Nair,Switzerland,222.36 km,Aug Sep Mar Oct,19,2,6,10,12,Sep:0 Oct:0 Aug:0 Mar:0 Jul:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.7874%2046.50553&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.7874,46.50553
Hüsli,Switzerland,10.08 km,Jan Nov Feb Dec Oct Apr,19,0,0,0,0,Jan:0 Dec:0 Nov:0 Feb:0 Oct:0 Apr:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.59918%2047.42798&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.59918,47.42798
Alp Discholas,Switzerland,78.78 km,Apr May,18,0,0,13,15,May:0 Apr:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.3858%2046.8596&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.3858,46.8596
Oberbuchsite...,Switzerland,67.76 km,Mar Apr Jun Aug Jul Jan Dec Feb Sep May,18,0,0,2,10,Mar:0 Apr:0 Aug:0 Jan:0 Sep:0 Feb:0 Dec:0 May:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.77243%2047.3282&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.77243,47.3282
La Tourche,Switzerland,32.45 km,Oct,18,0,0,0,2,Oct:0 Sep:0 Aug:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.064%2046.213&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.064,46.213
Chirnenberg,Switzerland,46.6 km,Mar Nov Feb Apr Dec Jan Oct,18,0,0,0,3,Mar:0 Nov:0 Dec:0 Apr:0 Feb:0 Jan:0 Oct:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.05555%2047.22837&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.05555,47.22837
Noirmont,Switzerland,65.02 km,Mar Aug Jun Apr May,17,0,0,5,10,May:0 Jun:0 Apr:0 Mar:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.10827%2046.486382&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.10827,46.486382
La Berra,Switzerland,28.22 km,Jul Jun Oct Mar May Sep,17,0,0,0,2,Jul:0 Oct:0 Jun:0 Mar:0 Sep:0 Aug:0 May:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.18388%2046.67595&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.18388,46.67595
Güggel,Switzerland,5.92 km,Sep Feb Apr Mar Jan May Oct Dec Jun,16,0,0,0,0,Sep:0 Apr:0 Oct:0 Dec:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.64742%2046.85335&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.64742,46.85335
Chaudzerya,Switzerland,22.72 km,Oct Aug,16,0,0,0,1,Oct:0 Aug:0 Jul:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.074242%2046.50277&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.074242,46.50277
Tschäpperslehn,Switzerland,21.6 km,Dec,16,0,0,0,1,Dec:0 Jan:0 Mar:0 Feb:0 Apr:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.1476%2047.047967&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.1476,47.047967
Niremont,Switzerland,61.01 km,Apr,15,0,0,1,2,Apr:0 Jun:0 Dec:0 May:0 Mar:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.94685%2046.5462&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.94685,46.5462
Grächen,Switzerland,31.18 km,Jan,15,0,0,0,3,Sep:0 Feb:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.85885%2046.1759&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.85885,46.1759
Summerigchopf,Switzerland,157.92 km,Apr May Jun Mar,15,0,2,7,12,Apr:0 May:0 Jun:0 Mar:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.39845%2047.20867&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.39845,47.20867
Hotel Weisshorn,Switzerland,45.34 km,Sep Apr,15,0,0,0,8,Sep:0 Jun:0 Apr:0 Oct:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.6179%2046.20893&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.6179,46.20893
Saas-Fee Hannig,Switzerland,202.84 km,May Mar Jun,14,1,3,5,8,May:0 Mar:0 Sep:0 Jun:0 Aug:0 Jan:0,6,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.91325%2046.11288&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.91325,46.11288
Wachthubel,Switzerland,11.06 km,Aug Nov,14,0,1,1,2,Apr:0 Nov:0 Aug:0 Jun:0 Jul:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.86977%2046.84733&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.86977,46.84733
Rotse,Switzerland,24.41 km,Aug,14,0,0,0,6,Mar:0 Aug:0 Oct:0 Sep:0 Feb:0 Jan:0 Apr:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.606997%2046.238322&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.606997,46.238322
Allmenalp - ...,Switzerland,226.83 km,Jul Jun Sep Aug,13,2,3,5,9,Sep:0 Jul:0 Jun:0 May:0 Dec:0 Aug:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.6417%2046.50348&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.6417,46.50348
Pierreberg,Switzerland,50.99 km,Aug Mar Sep Feb May Apr Dec,13,0,0,1,5,Feb:0 Dec:0 Sep:0 May:0 Mar:0 Aug:0 Apr:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.4114%2047.3766&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.4114,47.3766
La Dôle,Switzerland,44.75 km,Mar May Jun Sep Jul Apr,13,0,0,0,6,Jun:0 Mar:0 Jul:0 Sep:0 May:0 Apr:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.09918%2046.42503&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.09918,46.42503
Leissigbärgli,Switzerland,15.3 km,Aug,13,0,0,0,0,Jul:0 Aug:0 Jun:0 Sep:0 Oct:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.79947%2046.6381&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.79947,46.6381
